,Beer Names,Rating,Locations,Reviews,Users
599,Toña,1.5,"Managua, Nicaragua","Cerveza ligera, de carbonatación, con un dedo de espuma de baja retención. Aromas débiles a granos. En boca es acuosa, insípida, casi inperceptible su nivel de alcohol.",DraftSensei110
600,Wild Ride Cold Chillin' Vanilla Cream Ale,1.4,"Redmond, Oregon",Pale golden cloudy pour white head.  No aroma.  A little vanilla and cream caramel in taste.  Thin sweet finish.  Is this an ale?,troopie
601,Mikerphone We’ll All Float On,1.4,"Elk Grove Village, Illinois","A root beer styled Cream Ale, and I’m not a root beer fan. I could not finish drinking this one.",bpreo
602,Fiddlehead Dan K's Double IPA,1.8,"Shelburne, Vermont",Found at BWW on tap for a 22oz. Pours a very hazy golden with a bubbly white head. Strong smell of grapefruit. Strange lingering flavor that was not expected nor welcome.,Esarsh
603,Okanagan Ginger Apple,1.3,"Westbank, British Columbia",355 ml can. Pours clear like soda water. Aromas of sugary apples and light ginger. Flavors of same. Apple pop/cooler. Any easy way to consume alcohol,Gerbeer
604,Delirium Noël,1.8,"Melle, Belgium","Pours dark amber with thin white foam.
Taste is sweet, malty and some spices.
Aftertaste is not very pleasant.",Brow
605,Fourpure Juicebox,1.6,"Bermondsey, Greater London","""A restrained yet present bitterness"" The restraints need double checking because this ones escaped and causing havoc. The description mentions orange zest but all I'm getting is grapefruit. The flavours are thrown together and are at war with each other on the palette. If you like grapefruit and bitter, sour flavours then you'll look on this one much more favourably but for me this was hard work to finish

",FoamLove54
606,Greene King Fireside (Cask),1.9,"Bury St. Edmunds, Suffolk","A brown ale with a distinct home-brew after-taste. Thin and uninteresting, best with food to hide the poor balance. I had a feeling this was not going to be a good experience as there was no brewer's name on the pump clip; something to be ashamed of, Greene King?",ReV2
607,Uptown Billy Beer,1.0,"Greenville, North Carolina","This is my second attempt reviewing this beer. First time I bought it the 6 pack was infected. 
Poured from 12oz can into pint glass.
A thick, pillowy white head drops slowly with mild lacing. Color is hazy light gold, plenty of streaming carbonation. Aroma is less than pleasant apple and grain. Mouthfeel is light and frothy with a slowly drying finish. Flavor is strange with pear, apple, white bread. Overall: not good. Would recommend a PBR or Coors Light over this mess of a beer.",foyle
608,Navigation Rebel,0.5,"Nottingham, Nottinghamshire","One of the worst drinks I've ever had. Smells like kitchen cleaner, very cloudy with frothy head, tastes like sour milk. Had to leave it and buy something else.",luketomo
609,Perlenbacher Pilsener ,1.9,"Neckarsulm, Baden-Württemberg","Smell of straw, starch. Pale golden colour, white head. Aroma of starch, paper, straw. Lively carbon. Medium bitter. Light body. Basic bland lager.",Psytron
610,Germania Pilsener,1.7," Frankenthal, Rhineland-Palatinate","330ml can. Pours clear pale golden colour, white medium sized head. Aroma is grainy, floral, quite sweet, buttery. Taste is sweet, grainy, rubbery, diesel, dry. Crisp finish. Light body, high carbonation. Very cheap macro pils.. sry piss.",Juks
611,Neuzeller Schwarzer Abt (Black Abbot),1.6,"Neuzelle, Brandenburg","Das ich dieses Bier getrunken habe, ist auch schon einige Jahre her. Es blieb als unangenehm süßes Schwarzes in Erinnerung, das mich nicht wirklich erfreute.
Wenn man es künstlich süß mag, kann man gerne zugreifen, aber wirklicher Biergenuss ist das nicht.",NobleSampler19
612,Austin Eastciders Blood Orange,1.3,"Austin, Texas","If I was to be completely honest, I think the blood orange cider smells and tastes like asphalt. Maybe I just have a bad taste pallet, not sure. I’ll have to stick with the original cider or the pineapple, honey isn’t bad either.       




",WortReports56
613,Keystone Light,0.9,"Golden, Colorado",Second day in Houston. I would not recommend this one if I have a change to drink any ipa. It’s even worse than regular lager.,beer3000
614,Railyard NEIPA,1.2,"Calgary , Alberta",4 x pack of tall boys purchased from a local liquor store. Package date on top is 110919. Pours a deep murky brown orange colour approximate SRM 10-12. Heavily oxidized and under carbonated. Tastes of muddled dried stone fruit and cardboard. Highly disappointing.,IBUKeep54
615,Budweiser,0.5,"St. Louis, Missouri",Very salty and appearance of plenty of sulfur. Is it devil's beer? Nausea introduced very shortly after a sip or two. Alarm bells go off. Must be Donald Trump's favorite piss.,human313
616,Carista,1.4,"Atherstone, Warwickshire","Bottle from Aldi, Wrekenton, Gateshead. Pale golden with a thin white head. Toffee, grassy and corn flavours followed by light syrup on the dry, thin finish. Poor.",zacgillbanks
617,Cloudwater / Kees You've Been Spotted,1.8,"Manchester, Greater Manchester","[email protected]'Connell's, Tampere, Finland. Strong averagely balanced nuances of cinnamon, vanilla, some dark sugar. A hint of ash and burned electronics. Medium taste spectrum and medium aftertaste with cinnamon and other herbs. A hint of malts. Medium body with medium carbonation. Overall, cinnamon dominates, dampening other flavors. 4 2 3 2 7",Turboninja
618,Villages Whistle,1.5,"Deptford, Greater London",330ml can share sample.  Murky golden with a thin white head.  Overly sweet aroma with some cardboard notes.  Sweet flavour.,Beese
619,Rocket Ales Komet Bier,1.9,"Great Staughton, Cambridgeshire","Cask (gravity) @ NBF 2017 [ The 42th. Nottingham Beer Festival (The 10th Robin Hood Beer and Cider Festival) ], Nottingham Castle, Friar Lane, Nottingham, Nottinghamshire, England NG1 6EB.[ As Rocket Ales Komet Bier ].ABV: 3.8%. Clear light yellow colour with a small, fizzy, fair lacing, mostly diminishing, white head. Aroma is moderate malty, pale malt, tart, fruit, light to moderate yeasty, earthy, plastic. Flavor is moderate sweet with a average duration, tart, plastic, earthy. Body is medium, texture is oily to watery, carbonation is soft to flat. [20171014]
 4-2-4-3-6 ",fonefan
620,Biela,1.8,"Guayaquil, Ecuador","Cerveza ligera, de carbonatación media y con un dedo de espuma de baja retención. Aromas débiles a malta y cereal. En boca es acuosa con un final levemente amargo.",DraftSensei110
621,Smuttynose Vunderbar!,1.7,"Hampton, New Hampshire","Pretty yuck. Although after having tons of beer throughout euroe and other beers along my life, I could imagine someone having this as their first beer and saying; 'hmm...Not bad.""",BineChalice28
622,St. Ides High Gravity Malt Liquor,1.7,"Los Angeles, California",How sad it is. Drinking at ides and take jalapeños flavored chips in Thanksgiving in Houston. It’s like spring festival in China. All store closed. No one on the street unless the homeless.,beer3000
623,Stanley Park Parkhouse Blonde Ale - Fresh Hop,1.7,"Delta, British Columbia","On tap at Stanley Park, pours a clear pale golden blonde with a small white head. Aroma brings out lots of herbal notes and unfortunately plenty of diacetyl. Flavour is a pure butter bomb - this is messed up. Could be worse, but this is pretty atrocious.",mcberko
624,Michelob Ultra Pure Gold,0.9,"St. Louis, Missouri","Like Ultra has attempted to make an even blander, less beer-tasting version of Amstel Light, lacking even that shit beverage’s discernible skunky minerality. Worthless. Utterly worthless.",oobawa
625,Tired Hands Milkshake IPA (Orange Lazarus),1.3,"Ardmore, Pennsylvania","Can shared at Dave's. This was an easy win for worst in show for me and it's A disgrace to Pete and Pete, but what did u expect with the newest beetus bomb shake. Nose is onion ass pit. Flavor is hard to describe. We all gagged and drained. Bad, even for this gross ""culinary IPA "" series.",PhillyCraft
626,Ball Beer Premium Lager,1.3,"Lohnbrauhausen, Baden-Württemberg","Can sample at a tasting at Max's place. Thanks Tom L. Clear golden. Lots of canned corn, cereals, sweetish, bitterish finish, light-bodied.",DSG
627,Phuket Lager Beer,1.8,"Banmai, Mueang, Pathum Thani Province, Thailand",Has that nice skunky green bottle infection which makes me enjoy boring lagers more. Golden pour with ok head. Cleanish aftertaste as long as it stays cold.,solidfunk
628,Wacken Beer Crafty Loki,1.9,"Wacken, Schleswig-Holstein","KØLF 181019. Golden color with a white head. Flavor is honey, minerals, fruit, malt, bread. Bad beer.",gunnfryd
629,Tatamagouche Russian Imperial Stout,1.8,"Tatamagouche, Nova Scotia","650ml bottle @ the office. Pours an opaque dark brown with a thin brown head. Nose is light molasses, mushrooms, and an oxidized nose. Flavour is earthy and dirty roasted malt. Medium bodied, mild carbonation, and a mild sweetness with an overbearing bitterness.",fiery1
630,Tatamagouche Russian Imperial Stout,1.7,"Tatamagouche, Nova Scotia","650mL bottle, pours black with a small brown head. Aroma reveals lots of oxidation, earthy notes, and a hint of roast. Flavour is pure oxidation, with old red fruits, earthy notes, and an army of unpleasant chemicals. This is all sorts of fucked up. Not sure what happened here.",mcberko
631,Victoria (Nicaragua),1.4,"Managua, Nicaragua","Pours clear golden with a two finger white head.  Aroma is corn and faint hops.  Taste is corn syrup, moving to faint hops.  Finish is corn syrup.",GregMooreNH
632,Tired Hands / Omnipollo Double Milkshake IPA - Apple Cider Donut,0.5,"Ardmore, Pennsylvania","Can @ Caps & Taps. This beer is an abomination. First of all, what the fuck is this concept? Horrendous idea. Once we get past that, this beer tastes like a banana Laffy Taffy that was dropped on the floor. This is pure shit. Stop with this garbage.",brokensail
633,Tommyknocker Green Chile ,1.0,"Idaho Springs, Colorado","Omg! Why is this a thing? 
Or even better question, why did I buy this?🤢🤮",jamesslater
634,Cheers Lager Beer,1.0,"Sai Yai, Sai Noi amp., Nonthaburi prov., Thailand",Not a very nice one. Go for a Chang in green bottle or a Leo instead. Gets pretty foul pretty quick as it warms up. Golden piss colour. Cloying sourish aftertaste. Can.,solidfunk
635,Rusty Rail Creek Surfer Tropical IPA,1.6,"Mifflinburg, Pennsylvania","From a pounder can. Looks like a NE IPA? No detectable trace of BO or diesel in the nose. Completely fills my pint mug. Big bitter rude tropical feeling bitter biting bastard IPA. I guess this is just another of those stupid straight up ass ubiquitous IPA? Come now, I bet you can rip off naming 12 in a nanosecond. You know it. Its so bitter and it tries to mellow itself out with some kind or CARR-RIBBIAN flavors? Do you gotta love it? Heheh, IPA, they practically all have the characteristic in c0mm0n, s0 c0mm0n. Just an0ther sp0ngy bitter  ass IPA, there y0u have it. Yea, just a big p0under can of terribly 0n style IPA. How does it feel in my mouth? Not - sher. What-ever.",cheap
636,Oettinger Export,1.8,"Oettingen, Bavaria","Aromat słodki, dosyć mdły. Barwa złota, piana szybko redukuje się do zera. Smak słodki, płytki, trochę kojarzy się ze strong lagerem. Plusem jest brak jakichś większych wad i nieprzyjemnych smaków. Dosyć słąbe piwo",Knopson
637,Perlembourg Biere Blonde,0.7,"Neckarsulm, Baden-Württemberg","J'en ai bu des bières daubées, mais celle-là est vraimet atroce et laisse un goût métallique en bouche très persistant. Si vous êtes fauchés mais que vous voulez vraiment une bière, je conseille plutôt la Pils de Ottweiler qu'on trouve chez Auchan en France : évidemment elle ne vole pas haut, mais est tout à fait digeste (et moins chère que cette saleté).",CiderTaps54
638,Starnberger Brauhaus  Starnberger Hell,1.6,"Berg, Bavaria","""Starnberger Hell"", Flasche (MHD: 02/20) von Hopfen & Malz, Berlin-Wedding. - Goldgelb, klar. - In der Nase blasses helles Malz, leichter saurer Zug, kaum wahrnehmbare Kräuter. - Antrunk mild süßsauer, wobei das Säuerliche für ein Helles viel zu deutlich hervortritt. Milder rezent, schön gerstiger Körper. Im Abgang blasse zitronige Hopfenherbe mit einem Anflug von Chlor und Mottenkugeln. - Ein derart mißratener Sud gehört weggeschüttet, nicht bis nach Berlin verkauft ... (27.11.2019.)",Moravius
639,KEO,1.7,"Lemesos, Cyprus","Farve: lys med tyndt skum - klar øl.
Aroma: friskhed fra humlen med noter af citrus el. lignende.
Smag: let krop og tør og en anelse til den bitre side. Tydelig fornemmelse af citrus eller lemon.",Jonasslavensky
640,Robinsons Mojo (Bottle),1.5,"Stockport, Greater Manchester","330ml bottle. Clear, dark orangey, golden to amber colour with small, frothy to creamy, half-way lasting, minimally lacing, white head. Slightly strange, artificial, peach aroma, a touch of scruffy grain, vomit. Taste is sugary sweet, minimally dry, artificial hints of peach. Monotonous, slightly watery. Quite bad, a the edge to disgusting.",Idiosynkrasie
641,Long Trail Hibernator,0.8,"Bridgewater Corners, Vermont",I had to pour this beer down the toilet.  Strong fruit flavors with even stronger Scotch alcohol taste.  Note to self stay away from Scotch flavored beers!,2OLD4BS
642,Busch Beer,1.2,"St. Louis, Missouri","Aroma Of watery malt. Taste has Weak malt flavor, acerbic rice. Palate is nonexistent. Weak.",pdog555
643,Rusty Rail Waffle Sauce Maple Pecan Imperial Brown Ale,1.4,"Mifflinburg, Pennsylvania","From a bottle it smells somewhat nutty. Its brown. Pond scum head. Odd sensations on the palate. Somewhat rude in nature, considering I don't like nut beer. It certainly has nothing to do with waffles. Sauce? Not sure.",cheap
644,Paderborner Pilger Naturtrüb,1.7,"Paderborn, North Rhine-Westphalia","Wieder mal einer dieser muffig malzig getreidigen Biere die kein Mensch braucht, aus der 0,5 Dose",MBlessing
645,Sander Seasonal Alkoholfrei,1.6,"Worms, Rhineland-Palatinate","Pappiger Geruch nach Esspapier. Trockener, ziemlich bitterer Beginn, pappig, metallern. Konstant bleibend, unrund, langer bitterer Nachhall. 9/5/6/5/12/5",Koelschtrinker
646,Böcken-Bräu Seebeere,1.6,"Haltern am See, North Rhine-Westphalia","Sehr trockener Beginn ohne wirkliches Aroma - dumpf, spät dunkel beerig auf geringem Level, etwas erdig. Uninteressant. 10/5/6/5/8/5",Koelschtrinker
647,Böcken-Bräu Seezitrone,1.9,"Haltern am See, North Rhine-Westphalia","Weich herber, dumpf fruchtiger Beginn, Zitrone ist mehr oder weniger nicht erkennbar, minimal hefig, insgesamt wenig aromatisch. Daseinsberechtigung negativ. 9/6/7/6/8/6",Koelschtrinker
648,Reichenauer Inselbier Sonderedition Nr. 4 - Winterbock,1.9,"Reichenau, Baden-Württemberg","Bottle. Hazy amber red-amber, cloudy golden cream. Dry, light astringent paintstripper nose. Medium light foamy mouthfeel. Dirty grain, phenolic, unclean.",jonas
649,Commonwealth / Late Start Botanicalia,0.9,"Virginia Beach, Virginia","I bought a 4 pack of this beer and I honestly don't think I can finish it. There's something really off putting about the extremely tart, sour, overly flavored taste of this beer. I feel like I'm drinking cold dish water that someone threw a bunch of fruit rinds and other herbs and spices into with every sip. I choked my way through the first can and honestly had to just toss the last few bits of the 2nd and 3rd can bc it's just too much of a chore to drink. I'm looking at the 4th can and thinking, ""well maybe one day all the stores around me will be closed and I won't be able to buy any beer."" Any port in a storm kind of beer. This really made me contemplate my relationship to alcohol. It's honestly that bad in my opinion. I'm giving it points only for the can design and it does have a nice cloudy appearance.",MaltoseKeep62
650,Brazos Valley Big Spoon,1.1,"Brenham, Texas","Dark, look like coke. Drink like coffee. I hate stout. Don’t have anything like a beer. A mix of medicine and coffee.",beer3000
651,Short's Local's Light,1.6,"Bellaire, Michigan",Can form Woodmans. Pale yellow pour with white head. Yeasty aroma is the best of his. It is funny tasting with an odd aftertaste. Rather metallIc. The malt has a strange flavor to it. I just did not care for this.,pkbites
652,Bud Light,1.3,"St. Louis, Missouri","I have been drinking Bud light 4 years.  Now I really want 2 find a different beer. Earlier this year I called a complained a few times about the beer being flat. They were very nice. They reimbursed me.  Well, it's been HAPPENING AGAIN. I always buy the 20 pack bottles. The majority of them r flat. I am on Social Security so I dont have a lot money. Most of my extra money goes on Bud light.  I collect all things Bud light. I have thousands of Bud light bottle caps. There's just something about a nice fresh cold beer when u (Or supposed 2 hear) that sound when u open the bottle. Then comes the disappointment when there's no sound. I would say it's been the last 13 20 packs where the majority r flat and that doesn't include the 1's I complained about earlier in the year. I asked them if they have other people complaining about the same issue. They said no one. That was a lie. There r hundreds complaining about the beer being flat.",BitterHopper39
653,Nemo Namenlos UNLISTED,1.1,"Lohnbrauhausen, Baden-Württemberg","Bottles, as masterblend supréme. Murky in color, changing over the evening, mostly low head. Boring or off-flavoured notes, oxidized, Doesn't seem to get less over a session.",jonas
654,Flying Monkeys Live Transmission Milkshake IPA ,0.5,"Barrie, Ontario","this is one of the worst beers ive ever had. horrendous combination. tasted like salsa with too much coriander, off-throwing coconut candy and vegetabley finish. did they seriously even taste this before releasing this? this is a 0 out of 5 i drank about 1/5th of the can cause i was desperate for a buzz and this was my mistaken choice and dumped the rest. holy shit that was bad. how are people actually rating this seriously?

further, i mean what is the concept of this? coconut + citrus fruits + lactose? why is that a good idea?",fredthecat
655,Nymburk Postřižinské Výčepní Světlé (4.1%),1.7,"Nymburk, Czech Republic","0.5 l can. Pours clear golden with small head. A: unpleasant, something like rotten malt T: mild carbonated, thin body, some bitterness, unpleasant,",pytrysek
656,Loreley Bieners Best Bienen Frei,1.6,"Niederwallmenach, Rhineland-Palatinate","Laff getreidiger, leicht metallerner Beginn. Dumpf, wässrig. Meh. 10/6/5/6//5",Koelschtrinker
657,Busch Beer,1.9,"St. Louis, Missouri",330ml Dose. Klar und golden mit kleiner Schaumkrone. Getreidig. Leichter Körper. Wenig aromatisch.,Piw
658,Lake Effect Loch Effect,1.4,"Chicago, Illinois","Pours a clear, dark red without a head.  The aroma is intense, but not in a good way.  Smoke, peat, and extremely heavy scotch, all of which brings to mind the smell of one of those thick permanent markers.  The taste is moderately sweet with the flavors being pretty well balanced.  Smoke, peat, cherry, fig, oak, and scotch, with the scotch lingering through into the finish.  Light to medium in body and a little more thin in texture.  You are also left with a mild alcohol burn.  I don't like scotch so I'm probably biased.  If you fight past the initial impression the aroma offers, this one is drinkable.  But it isn't good.",Scipio
659,Sleeman Clear,1.1,"Guelph, Ontario",Had to try! Clear bottle. Pale gold. Tastes and smells like a super market non alcohol beer. Sweet corn syrup and cereal.,Gerbeer
660,Fosters (UK),1.5,"Manchester, Greater Manchester","Honestly, who drinks this? Tastes like someone just squatted over my mouth and took a fat shite. Would much rather drink a similar alternative like Coors, San Miguel or even Stella at a push.",MaltosePupil57
661,Pabst Blue Ribbon,1.9,"Los Angeles, California","Słomowe, klarowne piwo o średniej pianie, która dość szybko redukuje się do zera. Aromat słodowy z nutą kukurydzy. W smaku puste, lekko słodowe, wodniste. Goryczka niska. Ogólnie słaby jasny lager, bez smaku i goryczki, za to z wadą w aromacie.",Grisza77
662,White Street Scottish Ale,1.4,"Wake Forest, North Carolina","A bitter taste that hangs around too long.  Don’t taste any Scottish Ale, more of a dark Milwaukee’s Best tasting beer.",markam88
663,Gypsy Road Dampf Good,0.9,"Kernersville, North Carolina","Pours up a cloudy hazy gold color with a large frothy off white head on top. Aroma is nasty right off the bat, with yeast, bad water and some chemical agent. Taste is the same as a lot of Gypsy Road's beers. Flawed and Bad. Nasty bad water and a bandaid. No good. With craft beer what it is, this is pathetic swill.",HourGlass13
664,Cascade Primordial Noir,1.9,"Portland, Oregon","Tap (Sori Taproom, Not Tallinn) (5:4:3:1:6=1.9)
Sweet barrelly woody aroma, clove. Crazy vinegary taste, just disgusting. Nope.",FatPhil
665,OBC Original Berliner Cidre Classic,1.7,"Berlin, Berlin","# 1643; 11/2019. Briliant, gold color. Sweet, candy, artificial, too carbonated. 0,3 l bottle, restaurant, Berlin.",kolemkoukolem
666,Ball Beer Premium Lager,1.9,"Lohnbrauhausen, Baden-Württemberg","At Max Place, pours yellow with a small head, aroma of grain, caramel, flavor is bitter with caramel, grain, light bodied",zvikar
667,Ball Beer Premium Lager,1.3,"Lohnbrauhausen, Baden-Württemberg","Can sample at a tasting at Max'place. Thanks Tom  clear gold. Sweet, sugary, corny aroma, medicinal, nasty taste, acetone. Light body, too long finish.",kerenmk
668,Rhinegeist Lynx,1.3,"Cincinnati, Ohio","Hahah, it said lunx on the beer menu! Slight off aroma like BO from the tap. Nose carries over to the diesel taste. First I think this is just an APA but the sharp IPA bitter bite evolves and becomes almost excruciating towards the end. Even so, its on the lower end of IPA or the upper end of APA. Just another one of a trillion ubiquitous IPA that all taste about the same. Whatever, how boring.",cheap
669,Lilley's Cherries & Berries,1.3,"Frome, Somerset","Box @ The Abbey. Pours clear vimto red, aroma of vimto, cherry syrup, red berry syrup. Taste is the same, WKD feel to it. What have Lilley’s become?",minutemat
670,Clifford Porter,0.5,"Hamilton, Ontario","This is not a porter. It tastes like an IPA. Very annoying beer, as in ontario you are faced with a wall of IPAs and bland microbrewed cash-grab lagers. This was one of the only beers claiming to be dark. grabbed it on a whim. extremely light roast notes dominated by C-HOPS, bitter, overly carbonated. I dumped it because it was the opposite of what i wanted to drink at the time.


Why does this have such a high rating?",fredthecat
671,Sunnybrook Farm Ironwood Hard Cider,1.6,"Niagara On The Lake, Ontario","Pours golden yellow with white head that goes away quickly. Aroma of sweet apple juice, and it tastes way too sweet. After taste lingers, and all the sweetness just won't get out of you mouth.",Raistlin
672,Astra Rotlicht,1.7,"Hamburg, Hamburg","# 1640; 11/2019. Grainy and herbal aroma. Flavor is strong unpleasanty herbal bitternees. Bad helles. 0,3 l bottle, restaurant, Berlin.",kolemkoukolem
673,Jever Pilsener,1.9,"Jever, Lower Saxony","# 1639; 11/2019. Herbal. Pale golden. Worty, floral. Bad Pilsner. 0,5l draught, pub, Berlin.",kolemkoukolem
674,Smuttynose IPA ,1.7,"Hampton, New Hampshire","Typically the same taste as all other IPAs, but I gave it a shot. Awesome look, good smell, but not such a reflecting taste I could appreciate.",BineChalice28
675,Adelskronen Alkoholfrei,1.2,"Köln, North Rhine-Westphalia","Pale golden color, weak white head. 
Sweet malty, corny aroma. 
Sweet, very corny, almost zero hops and malts. Better than soft drinks, very cheap, drinkable, but not so good.",Maltmonster
676,Brooklyn Special Effects,0.6,"Brooklyn, New York","Amber clear with a one finger wide head.
Foul smell. The beer tastes like a full trash can smells. Disgusting!",ophone
677,Hatherwood Winter Special,1.9," Wimbledon, Greater London","Dark toffee brown in colour with a dense tan-white head. Faint malt aroma. Taste: malt, biscuits, spice, some bitterness, but a bit watery in the finish, and a bit chemical. Undistinguished. Not a patch on Young’s Winter Warmer.",weirdbeered
678,Ashton Pub Amber Ale,1.5,"Ashton, Ontario","Canned. Clear brown body, small beige head. The aroma has metal and malt. The tastw is metallic with a hoppy finish.",Tranquillity
679,Mayers Carl Daniel Mayer Keller Bier,1.5,"Ludwigshafen-Oggersheim, Rhineland-Palatinate","Golden with a very slight haze. Taste is mildly grainy, after all not savory enough for a Keller Bier.",Piepenhenrich
680,Santa Clausthaler,1.5,"Frankfurt, Hesse","Can. Pours clear copper amber with small white head. Aroma is malt, sugar, caramel and lemon. Taste is medium to very sweet and light bitter. Body is watery with sparkling carbonation. Finish is medium long and mostly sweet with notes of sugar, grain and malt. It has this distinct non-alcoholic beer taste.",mikkellund42
681,London Beer Factory / Dois Corvos From Leaves,1.4,"West Norwood, Greater London","330ml bottle sample at We Brought Beer, Tooting.  Hazy golden.  Aroma of jasmine, dairy lea cheese, and flowery notes.  Fairly crisp with weird fruity notes that do not meld together at all.",Beese
682,Paderborner Pilger Naturtrüb,1.6,"Paderborn, North Rhine-Westphalia","500ml Dose. Naturtrübes gelbes Bier, viel Schaum.  Richtig muffig getreidiger Geruch. Wenig Geschmack. Getreide, etwas Honig. Zum Glück schnell weg. Da läuft der Pilger schneller.....weg!",DrNosha
683,Lagunitas Newcastle Brown Ale (US version),0.9,"Petaluma, California",This is a rating for the U.S. brewed version... Watery since brewing was moved to Cali. Not the same Newcastle. What a shame.,MobileBayBeerGuy
684,Mondo Notorious F.I.G.,1.9,"Battersea, Greater London","330ml bottle at We Brought Beer, Tooting.  Murky copper.  Aroma of strong alcohol, dried fruit, booze soaked dates, vanilla and red wine.  Very boozy flavour.  Body somewhat thin.",Beese
685,Adelskronen Pils,1.1,"Köln, North Rhine-Westphalia","Pale yellow color, weak, foamy white head. 
Typical cheap lager aroma, slightly malty, hopps, and loads of corn. 
Taste is mid sweet, light malty, corny, medium bitter. Weak mouthfeel and carbonation. Average cheap lager, but drinkable.",Maltmonster
686,Mondo Little Victories,1.3,"Battersea, Greater London","Nov 2019. 330ml dark bottle from BeerWulf for less than £2. Urgh, this is not my thing. Mucky murky hops and malt - everything blurry and blurred. It's like drinking a mess. There's ingredients here, but they don't combine to produce anything meaningful or pleasant in my mouth. Each to their own, but this presents as a mess to me. It's drinkable, but its not the best.",SilkTork
687,Triple Crossing Tiny Pils,1.9,"Richmond, Virginia","Can care of Ryan, golden with white head. Nose and flavor are nothing but Diacetyl: butter popcorn and drain pour cream. Couldn't do it.",PhillyCraft
688,Willianbräu Extra Strong 8.9,1.6,"Bocholt, Belgium","Aspetto giallo carico con riflessi arancio, limpida e con poca schiuma. Aroma e gusto prevalentemente di alcol, retrogusto sgradevole e metallico.",defabant
689,Courage Best Bitter (Bottle/Can/Keg),1.9,"Bedford, Bedfordshire","500ml bottle in 2011. Clear copper with a thin white head. Aroma of malt, raisins and mild plastic. Force carbonation very evident. Malty flavour with some fruitiness.",Beese
690,Strongbow Cider,1.5,"Hereford, Herefordshire","Her name was Rosie. It was 23th of July 2008, some say that was the summer of broken dreams but for me it was the summer of a broken heart. I had a crate of this particular vintage in Tim’s house party, I tried to sell one can of this to Dave for 50p. He refused. In hindsight he was a smart man. This cyder is perfect if you have an underdeveloped tastebuds. That was one of the problems Rosie probably saw in me. 340ml can, no idea of the colour due to the opaque nature of the tin can. At least it opened easily. Only need to have 4 fingers I’d say to open. 

In summary, not for those with an average number of fingers less than eight.",heroesnever69
691,Ludlow Black Knight,1.3,"Ludlow, Shropshire","The black knight they called it. I’d heard the stories, the townsfolk warned me but destiny will determine your fate one day. It was darker than dark, I stared into my glass like the abyss it was and the abyss stared into me. Had a roast nutty finish without hints of citrus, head was minimal but present. I’ll never remember the ml but I’ll always remember how I felt that day.",heroesnever69
692,Meister Max,0.8,"Giza, Egypt","first egypt beer, thx to the 'rents. smells like a bad malt liquor. this makes me think of steel reserve. really bad. really terrible flavor.",dwyerpg
693,Bud Light Platinum,1.3,"St. Louis, Missouri","A less sweet version of Bud Light.  Just a regular American style lager taste.  Dry, crisp, bitter, tinny.",jhsnitz1
694,Lone Star,1.7,"Los Angeles, California",Typical American lager.  Not much different than mass market lagers.  Crisp and tinny.,jhsnitz1
695,Goldstar,1.9,"Netanya, Israel",first Israel beer. some caramel malt. flat . not good but at least it has a little flavor.,dwyerpg
696,Wichita Falls Glamorama Pale Ale,1.4,"Wichita Falls, Texas","Draft.  Very soupy, hazy, muted yellow appearance.  Right outta the gates, this has the same off-putting, ""home-brewery,"" not-quite-right, funky, buttery essence of both beers I had at the brewpub earlier in the week.  There's supposed to be a citrus thing here, I guess, but it's buried.  (#7619, 11/2019)",Braudog
697,Catawba White Zombie Ale,1.7,"Morganton, North Carolina","Pours a hazy wheat with some particulate and a thin white head. It’s medium to high sweetness, with a slight bitter to tangy feel.",steelhead3686
698,Brawling Bear The Fight Round 2: ESB,1.7,"Gaithersburg, Maryland","Clear dark brown.  Weird chemical aroma.  Bad.  Taste is mild caramel, flat palate.  Weird dry chemical finish.  No.  

Draft at Brew Belly in Olney, MD.",JDBaker11058
699,Columbus Brewing Go Kart Ghost,1.7,"Columbus, Ohio","Hahah, name on this $2 bottle makes me want to pop it and chug it. Well, here goes. One big giant chug from this 60F bottle is decent. Poured rest into a mug. A fancy mug yet it has a clear side for viewing. Some off aroma in the nose. Quite a blast. Pretty good carbonation with some ill ale effects but it never tries to be an IPA and I'm glad about that. Next to tap, a craft beer is so much better in a bottle, forget the cans mahfah. Not too bad overall beer tasting experience thank you columbus. Yes, an aye pee aye I can tolerate. Dude.",cheap
700,Leidenschaft in Bier Strandkorb,1.9,"Berlin, Berlin","Danke an rauchbierlover. Getreidiger, trocken hefiger Beginn, Saison-artig, eher muffig. Herb, sehr trocken, quasi kein Hopfen. Hefig-bitterer Abgang. 8/7/6/6/8/6",Koelschtrinker
701,Eden River Yuzu Juice,1.4,"Penrith, Cumbria","Can. Pours a hazy golden colour with a medium white head. Aroma of lemon, pink grapefruit, some orange then washing up liquid. Taste of washing up liquid and chemicals. Light bodied and moderate carbonation. A dry, astringent, washing up liquid finish. Took one mouthful then quickly rated then. Foul! Drain pour.",Towey1989
702,Maccabee Shandy (Lemon Lime),1.7,"Netanya, Israel","21/11/2019. Bottle, sample, courtesy of danlo, cheers Ed! Pours clear pale gold with a short lasting off-white head. Aroma of sweet malt, lime, lemon and a touch of ginger. Quite heavy sweetness, minimal bitterness. Light body, slight sticky texture, soft carbonation. Sweet finish.",Grumbo
