,Beer Names,Rating,Locations,Reviews,Users
721,"Trinity Peach, Please",3.4,"Dallas, Texas","A blond cider with aroma of sweet apple jam, light peach, light mineral notes, pleasant. In mouth, a nice sweet fruity apple juice with light peach pulp, light tropical fruits, light acidity, very nice. On tap at cidery.",Lubiere
722,Landbräu Fest Bock,2.7,"Altheim, Austria","Golden color, medium white head. Papery aroma with malt. Taste, sweet malt, biscuits, candies. Taste better than aroma, better thaan I was hoping.",Cuso
723,Trinity Naughty Grandma,3.5,"Dallas, Texas","A blond cider with aroma of sweet apple jam, light cinnamon and nutmeg, pleasant. In mouth, a nice sweet fruity apple juice with light acidity, nutmeg, cinnamon, light acidity, very nice. On tap at cidery.",Lubiere
724,Trinity Respect Your Elders,3.4,"Dallas, Texas","A dark rosey golden cider with aroma of tart apples with light acidity, tart raspberry, pleasant. In mouth, a nice sweet fruity apple juice with light mineral notes, light acidity, nice and smooth. In mouth, a nice tart mix of apple jam, raspberry jam, light acidity, pleasant.. On tap at cidery.",Lubiere
725,BrewsLi Sepp Sun,3.7,"Munich, Bavaria","On draft at BKL20. Light hazy amber with a decent head, huge aroma of peach and nectarine. Good caramel notes on the tongue, bit of pine, and a pleasant bitterness. Tasty neipa!",one51
726,MadTree A Little Salty,4.1,"Cincinnati, Ohio","Can sample. Poured black color with an average frothy tan head that lasted with very good lacing. Moderate to heavy toasted dark malt, salt and caramel aroma. Medium to full body with a smooth texture and soft carbonation. Moderate to heavy dark sweet flavor with a moderate to heavy dark sweet finish of medium to long duration. This beer met my expectations.",Tmoney99
727,Odyssey Don't Cross The Line,3.0,"Whitbourne, Herefordshire",Delt med Rune. Gusjegul. Skumring. Aroma av mango & klementin. Smaken det samme. Lett tørr avslutning.,Finn
728,Listermann Strawberry Basil Berliner,3.9,"Cincinnati, Ohio",Taster. Poured hazy ruby color with an average frothy white head that was mostly lasting with excellent lacing. Moderate to heavy complex sour and tart berry aroma. Medium to full body with smooth texture and soft carbonation. Medium to heavy berry tart & sour flavor with a medium to heavy sour & tart finish of moderate to long duration. Solid beer that exceeded my expectations.,Tmoney99
729,Odyssey Splash Control,2.8,"Whitbourne, Herefordshire",Delt med Rune. Gusjegul. Veldig uklar. Skumring. Lett sitrus/mangoaroma. Mye kullsyre. Smaken balansert. Nye sitrusfrukt. Søt & tør avslutning.,Finn
730,Gun Dark Ale,3.6,"Heathfield , East Sussex",Cask gravity at Beer Seller Tonbridge.  Black dark brown colour lasting tan head.  Chocolate and a little praline flavour.  Some dry nuttiness. Light for a dark ale. Good though and very tasty.,harrisoni
731,Odyssey Robot Jam,2.8,"Whitbourne, Herefordshire",Delt med Rune. Gusjegul. Syltynt filmskum. Klementinaroma. Smaken tørr sitrusfrukt. Litt uvariert.,Finn
732,BrewDog Overworks (USA) Hard Grind,3.7,"Canal Winchester, Ohio","Bottle thanks to Kenny. It pours cloudy pinkish - orange with a bubbly white head. The aroma is fresh, zingy, plum, berry skin, funky, toasty, dull coffee (but you have to search for it) and barnyard. The taste is dry, bright, juicy, toasty action, fruity coffee, zingy, plum, berries, blackcurrant, splash of acidity, funk, wood, hint of salt & vinegar golden wonder with a dryish, toasty finish. Medium body and fine, prickly carbonation. Novel and well put together.",Scopey
733,Bartestree Early Season Blend,2.4,"Bartestree, Herefordshire","Bag-in-Box. Spandert. Delt med Rune. Ser ut som hvitvin. Pærearoma. Smaken søte, overmodne pærer. Ble vel søt.",Finn
734,Fremont Virtue Foeder-Aged Golden Sour Ale,3.2,"Seattle, Washington","Draft at the brewery.

Uninspiring sour ale. Tart but not dry, not funky enough to be interesting. A bit sticky, just not all that special.",OldMrCrow
735,Fremont Black Heron Sound & Fury Brett IPA,3.9,"Seattle, Washington","Draft at the brewery. 

Nice blend of brett and new-school hops, somewhat hazy. Hops are on the mellow side, giving a lot of aroma and a bit of flavor without aggressive bitterness. Delicious.",OldMrCrow
736,Plain Winter Sun,3.1,"Warminster, Wiltshire","Cask conditioned at The Gardeners Arms, Plantation Road, Jericho, Oxford. Gold with white head. This proved to be a pretty basic Golden Ale, slightly boiled malt notes, some toffee hints, some cereal flavours. Plain by name plain in nature with this one.",imdownthepub
737,Dominion Dreams of Empire,3.7,"Summerland, British Columbia","On tap at The Magnet, pours a clear golden with a small white head. Nose brings out wild yeast, with light rose hops, and champagne-like effervescence. Flavour is full of champagne-like effervescence, spicy apple skins, and wild yeast. Complex and well-balanced, with a spritzy finish. Very good.",mcberko
738,Beere Safeword,3.3,"North Vancouver, British Columbia","On tap at The Magnet, pours a clear pale blonde with a small white head. Aroma brings out gentle dank hops and crisp biscuity malt. Flavour is full of dank hops, biscuity malt and straw. Dank and dry. Solid.",mcberko
739,King Street Seismic,4.1,"Anchorage, Alaska","Bottle from labodega, amber beer, cream colored head. Aroma malt, vanilla, bourbon, cookies. Taste vanilla, bourbon, cookies, malt, cola and toast. Palate rich and thick, carbonation subdued. This is the best beer king street has brewed in years.",furthur
740,Spiteful Hostile Harry Cinnamon Bun Barrel Aged with Coffee Vanilla and Cinnamon,4.0,"Chicago, Illinois","1/31/2020: (Spiteful Brewing, Chicago) 5 oz. draft pour into snifter on Spiteful Brewing release day, $7.17, 2019 release is a 14.0% ABV. Black pour, tan head recedes quickly leaving no lacing. Cinnamon aroma leads, faint vanilla and pepper backing. Cinnamon taste leads, light smooth bourbon taste follows, no coffee or vanilla noted.  Thin body, smooth easy drinking. ABV well masked. Overall good Barrel Aged stout.",dukeandduke
741,Bearpaw River Batch 500,3.7,"Wasilla, Alaska","Growler from brewery, hazy pale yellow beer, creamy white head crashed to a skiff. Aroma spruce resin, orange and mango. Taste mango, lychee, spruce resin, sweet grapefruit. Palate medium rich, carbonation soft and lush.",furthur
742,Burns Family Artisan Ales Genie^Logical V2 Apple and Sunflower,4.2,"Denver, Colorado","Clear golden appearance with a lacy white head. Aroma of wild yeast, sour apple, mild earthiness, light floral notes and a light herbal spice. Similar flavor, complex and layered with mild acidity and light sweetness. Medium to light body with a pleasant finish. Nice.",ajnepple
743,Breakside Symphony No. 1,3.2,"Milwaukie, Oregon",Dark tan body with white head.  Smoked aroma. Smoked taste with malt.  Light finish,troopie
744,Fieldwork Future So Bright,4.2,"Berkeley, California",First rating of the beer!  Can from the brewery.  Hazy honeycomb yellow with moderate white head that dissipates quickly.  Bright citrus and wheat based aroma.  Flavor is massive orange. Slight bittering.  Seems like a hazy although not advertised that way.  Wonderfully robust flavor.,Zymurgeist2
745,Carton Lagom,3.6,"Atlantic Highlands, New Jersey","16 ounce can. Number one with a bullet. Bright medium gold pour. Frothy beige head has rocky peaks and leaves a nice clinging lace. Slightly sour, perfumy malt aroma. The sea buckthorn gives off a sweet berry-like note. First sip is sour fruit. Sour orange and funky yeast. Perhaps unripe pineapple is more apt a description. As sours go, this is an easy going, accessible example. Just right. Not too tart, not too sweet. Relax and enjoy the bounty that is Lagom.",gripweed57
746,Breakside/Sunriver Mutual Admiration,3.0,"Milwaukie, Oregon","Clear gold body with white head. Tropical fruit and cocoanut aroma.  Cocoanut and sugar taste, rather too sweet.  Sugary finish.",troopie
747,Ground Breaker/Breakside Breakin' the Haze,2.3,"Portland, Oregon",Light hazy body with thin head.  Full citrus aroma.  Faint taste almost no malt and a bit of hop.  Watery finish.,troopie
748,"Fremont Head Full of Dynamite v.16: Ekuanot, Idaho 7, Mosaic",3.7,"Seattle, Washington","16oz from Bellingham Co-op DT @ home shared with Andrey.
Appearance: hazy straw with a white head.
Aroma: tropical fruits, a bit dank.
Taste: along the same lines.
Overall: pretty good.",beerplace
749,SingleSpeed Nimble Series 009: Hard Won Not Done,3.7,"Cedar Falls, Iowa","Aroma is fruit/citrus and mild sweetness/small hint of vanilla.  The flavor is citrus, malts, fruit and a slightly sweet/hoppy finish.",wlajwl
750,ONE Noble Cause,3.6,"Minneapolis, Minnesota",On tap at the brewery. Pours a clear yellow gold with a white head that dissipates nearly completely. Aroma has grass and straw with a hint of sweet citrus underlying. Flavor has light sweet citrus up front with growing grass and a light straw backbone.,deyholla
751,Sante Adairius Collective Grace,4.1,"Capitola, California","Poured into a SARA Cellar glass - opaque pale pumpkin color with a lively white head. Aroma is key lime and tangerine, a bit of a Shock Tart candy bite. Flavor follows closely but has a kumquat burst midpalate and into the finish.",illidurit
752,ONE Ship Of Fools,3.9,"Minneapolis, Minnesota","On tap at the brewpub. Pours black with an earthy brown head that dissipates to the edges and laces slightly. Aroma has earthy dark grains and light roast with some chocolate and a hint of bread. Flavor has earthy chocolate, light roast and a touch of smoke and a nice dark grain backbone.",deyholla
753,Midnight Sun Snowfall,3.5,"Anchorage, Alaska","Bottle from labodega, cloudy pale amber, fluffy white head. Aroma malt, pepper, faint lemon. Taste pepper, malt, and black pepper. Palate medium light, carbonation average. Not bad, but maybe too much peppercorns?",furthur
754,Bolero Snort About Bucking Time,3.7,"Carlstadt , New Jersey",16 ounce can. Cloudy mustard gold color. Frothy beige head. Tart citrus hop aroma. Sweet citrus hop flavor is balanced by a bready malt base. Creamy mouthfeel from the oats and wheat. Sweet juicy citrus notes. Tasty.,gripweed57
755,"Twin Sails Shimmer - Citra, Amarillo",3.6,"Port Moody, British Columbia","Cloudy, yellow. Thin head. On the nose, stone fruit hops. There's a nice gooseberry and stone fruit character. Medium tartness. This seems a bit more basic than some of the other ones - nice, but more of an exploration of old school amarillo,, accented by citra. This actually allows the malt to come through more than the other Shimmers.",Oakes
756,Pig Ate My Pizza Pamin’ Ain’t Easy,3.5,"Robbinsdale, Minnesota",On tap at the brewpub. Pours a slightly hazy orange with a strong gold hue and a white head that dissipates nearly completely. Aroma has mango and sweet citrus with a touch of peach underlying. Flavor has bright citrus with touches of mango and a dry citrus rind in the finish.,deyholla
757,Bearpaw River Red Sky,3.6,"Wasilla, Alaska","Can from labodega, reddish amber beer,  skiff of cream colored head. Aroma malt toast. and caramel. Taste same. Palate medium, carbonation moderate.",furthur
758,Claremont Craft Ales #NICETRY,3.4,"Claremont, California",Poured from a can. Orange color. Hazy. Huge head. Orange aroma. Orange flavor too. Mildly bitter.,rick_91709
759,Creature Comforts Cuts from the Brine,3.7,"Athens, Georgia","16 oz can pours a cloudy with a nice white head.  Aromas of citrus, pine, resin.  Full bodied, a very delicious beer.",jw0406
760,Black Flag Black Claw,3.6,"Columbia, Maryland","Medium size tan head with fair retention and no lace to speak of. Black in appearance. Mild nose, Almond and faint roast. Body is med/full oily and slick, nice. Mild roast, caramel and light nuts. Dry and quaffable. Decent. 16oz can from statelineliquors.",sloth
761,Pig Ate My Pizza Julius Haezer,3.6,"Robbinsdale, Minnesota",On tap at the brewpub. Pours a hazy yellow with a slight peach hue and a white head that dissipates to the edges. Aroma has sweet citrus and light peach with a bit of citrus rind and light sweet grains. Flavor has citrus rind and a sweet citrus with some peach and light sweet grains in finish.,deyholla
762,Bearpaw River Avalanche,3.5,"Wasilla, Alaska","Can from labodega, clear pale amber beer, white foam. Aroma wheat, malt and banana. Taste same. Palate medium, carbonation average. FWIW, pretty good wheat ale.",furthur
763,Mikerphone Sundae Kind Of Love,3.6,"Elk Grove Village, Illinois","Black pour with a thin beige head and no lacing .... aroma of chocolate, strawberry, fudge, sugar and roasted malts .... taste is sugary sweet and of strawberry, chocolate; fudge, no trace of peanuts and did I mention sugar? ..... finish is light and of sugar, chocolate, strawberry and fudge ..... abv hidden well ... decent sipping dessert impy",italianjohn
764,Common Good Star Appeel,3.3,"Toronto, Ontario",473 ml can from the brewery.  Pours a dark brown colour with average-sized light tan head.  Aroma is roasty with licorice and a light fruitiness.  Flavour has solid roastiness with lots of licorice and a mellow citrus note.  Average body.  Not bad.,Spab
765,Big Dog's Year of the Dog,3.7,"Las Vegas, Nevada","this has some light smoke a little date and a ton of fig flavor. doesn't feel too heavy. however, I drank too much of it and it gave a bigtime hangover headache.",dwyerpg
766,Anchorage Annihilation,3.9,"Anchorage, Alaska","Where do my reviews keep going?! From memory last night...Can from brewery, hazy pale yellow beer, skiff of white foam. Aroma tropical juicy lychee, orange and mango. Taste same, with some cracker and malt. Palate rich and smooth, carbonation moderate.",furthur
767,Big Dog's Shimmy and the Whale,4.0,"Las Vegas, Nevada","quite hazy and pretty juicy as well. a bit more hops than many hazy IPA, this is pretty solid.",dwyerpg
768,Big Dog's Cacao-A-Bunga,3.9,"Las Vegas, Nevada","a cacao porter, this is pretty smooth and creamy. the cocoa flavor is at a nice level. pretty good.",dwyerpg
769,Parallel 49 Cherry Bomb,1.9,"Vancouver, British Columbia","Clearish brown body and modest foam, heavy maraschino cherry on the nose. Flavour is thin maraschino cherry and maybe some malt but it's all really thin. Go big or go home if you're making a cherry bomb.",DeanF
770,Goose Island Dank Detector,3.7,"Chicago, Illinois","12 ounce can from the IPA Variety Pack from Costco Appleton, 1/31/20. Hazy orange, large frothy white head, good retention. Aroma of dank tangerine and pale malt. Taste is dank, resin, pine, mango, pale malt. Medium bodied, moderate lingering bitterness, well balanced.",Drake
771,Barncat Artisan Ales Sabro Train,3.8,"Cambridge, Ontario","2020/01/31- Growler from brewery. Pours a hazy, pale yellow-honey colour with a thick, foamy white head that quickly reduces and leaves minimal lacing. Aroma is pineapple, stonefruit, tangerine, grapefruit, stonefruit, coconut, mint, cereal grain and floral notes. Taste is more tangerine, grapefruit, cereal grain, mint, cereal grain and mildly weedy hops. Mouthfeel is medium and creamy with smooth carbonation and a long, drying, pithy grapefruit aftertaste. Very nice.",Alpha10
772,Transient Turning Radius,3.6,"Bridgman, Michigan","Pale golden pour with a thin ring of head .... aroma is sour and funky with oak, lemon, grapes   .... taste is of dry oak, lemon, dry, sour and tart .... dry and sour finish with lingering lemon, grapes and oak ... quite acidic",italianjohn
773,Lone Pine Dream Team,3.7,"Portland, Maine","16 oz. can. Aroma is the same as the flavor. Flavors of citrus, mild herbs, and some mild juicy fruit hints in the finish. Mild pine with no resin. Pretty good.",AirForceHops
774,Bell's Light Hearted Ale,2.5,"Comstock, Michigan","Faint aroma of hops and fresh citrus.  Light gold color, clear, with a white head.  Semi sweet up front.  Lots of bready tones... bitterness earthy and piney.  No balance.  Awkward finish.  Will stick with full calorie one.",sawbuck
775,Shipyard Blue Fish Brut,3.5,"Portland, Maine","From the 12 fl oz bottle.  Yellow-golden heady pour.  Some haze.  Aroma is citrus, floral, and spice with an oat or cereal grain malt character underneath.  Light to medium and smooth mouthfeel.  Slight sweetness going to a citrus or fruit like flavor and a moderately dry and bitter finish.",puboflyons
776,Bearded Iris Stir Crazy,4.0,"Nashville, Tennessee","Pint, canned 01/14/2020. Opaque orange-golden with a thin film of cream. Nose of orange, mango, wild onion and a touch of resin. Flavors of the same plus black pepper and a bit of grapefruit. Almost-medium mouthfeel with medium-plus carbonation.",nearbeer
777,Aldersbacher Amber Weissbier,2.8,"Aldersbach, Bavaria","Pours to an dark amber like it says on the bottle with typical Weißbier cloudiness. Fading head. Mostly white bread dough on the nose with the usual banana and clove. Clove in the mouth with a little more hoppy bitterness than your typical run of the mill Weißbier, which is good. Not bad.",dahilein
778,Monkey Town You Went Over My Helmet,3.4,"Dayton, Tennessee","Opaque black, tan head. Mild roast aroma. Very pleasant, lightly sweet, slightly roasted.  Slightly heavy body, low carbonation.  On tap, Monkey Town.",Aurelius
779,Field & Forge Marshmallow Porter,3.0,"Innisfail, Alberta","On tap. Pours a clear brown with a medium, creamy, long lasting, off-white head that leaves curtains of lace. Aroma of roasted malt, dark chocolate, coffee and vanilla. Sweet flavour of roasted malt, dark chocolate, caramel, coffee, vanilla and faint marshmallow in a dry, mild bitter finish. Medium body with an oily texture and soft carbonation. Marshmallow was a bit too subtle for me, but ok.",cmacklin
780,Second Crossing Buckongahelas IPA,3.4,"Rockford, Ohio","Deep golden color out of the tap with a sticky off white head. Hop resin nose. Sweet citrus, red grapefruit, hop resin and some bitter orange peel flavors. You feel every bit of the claimed 6.9% ABV. Big hop burn in the finish along with the alcohol.",jsquire
781,Second Crossing R.E.L.C. Pale Ale,3.6,"Rockford, Ohio",This beer is a deep golden color out of the tap with a foamy off white head. Strong bready malts with caramel sweetness and grapefruit rind bitterness in the finish.  Nice hoppy pale ale.,jsquire
782,Monkey Town Hey Danny Boy The Pipes Are Calling on Line 1,3.5,"Dayton, Tennessee","Clear, ruddy brown. Thin tannish head.  Malty, sweet aroma, lots of toffee notes. Husky notes, drier than it smells, crisp, effervescent.  Body might be slightly on the light side. Quick, slightly tannic finish. On tap, Monkey Town.",Aurelius
783,Field & Forge Amber Lager,3.0,"Innisfail, Alberta","On tap. Pours a clear amber with a medium, foamy, long lasting, white head that laces nicely. Sweet aroma of bready caramel malt and floral hops. Sweet flavour of biscuit malt, caramel and earth in a dry, mild bitter, floral hop finish. Light body with a watery texture and average carbonation. Easy to put back, not bad.",cmacklin
784,Stone Arch Cherry Grand Cru,3.7,"Appleton, Wisconsin","Keg at the brewery, 1.31.20. Hazy dark red, thin frothy tan head good retention. Aroma of bready malt, candi sugar, earth, sweet cherry, cherry pits. Taste is tart cherry, spice, caramel, candied cherry, brown sugar. Medium bodied lingering spiciness. Nice.",Drake
785,Ross On Wye Sweet Coppin Cider - 'On Leaf',3.7,"Ross On Wye, Herefordshire","500ml bottle, Batch C92, from Fram Ferment, Framwellgate Moor, Durham. Hazy golden colour, short-lived fizzy white foam head and aroma of mucky apple, straw. Taste is sweetish, mellow apple, horseblanket, funky, wth orchardy notes and some tannin. Medium bodied, medium carbonation, dry tangy finish. Nicely drinkable.",danlo
786,Stone Arch Ancient Elixir,3.7,"Appleton, Wisconsin","Keg at the brewery, 1.31.20. Hazy red large creamy tan head good retention. Aroma of doughy malt, funk, tart berry like fruits. Taste is funk, earth, lemon tart berry. Medium bodied, lingering tartness. Solid",Drake
787,Elysian Contact Haze,3.5,"Seattle, Washington","Medium to light yellow, haze clearing towards the bottom, thin white head, little lace.  Nose is tropical, fruity.  Middle has some guava, almost a coconut thing going on, light kilned malt, tangerine pith.  Finish shows light berries and mild pithy bitterness.",ttoadee
788,Left Handed Giant Onyx,3.7,"Bristol, Gloucestershire","Keg at The Gipsy Hill Taproom.  Near black with a beige head.  Seriously good schwarzbier; totally on point.  Roasty and fennel aroma. Crisp, bitter and roasty with some sweetness to balance the finish.",Beese
789,Round Guys Professor Booty,3.6,"Lansdale, Pennsylvania",Draft at Bru Craft. Cloudy yellow pour with a cover of dense white foam. Juicy floral NEIPA. Apricots. Kumquats. Mangos. Sawdust. Violets. Wicker. Shoe polish. Some unusual notes for the style. Overhopped  Chalky finish.,NikkTwist
790,Daniel Hell,3.3,"Ingolstadt, Bavaria","Beer with gold color, fuzzy aspect, soft bitterness, soft carbonized, some of foam on top, (drunk a 50cl draft beer with PG at ""Gasthaus Daniel"", Ingolstadt, DE #1093)(#153 DE)(#72 Bavaria).",efeesse
791,"Orpheus The Ferryman W/ Ghost Pepper, Cinnamon, Nutmeg And Cocoa Nibs",3.8,"Atlanta, Georgia","Tap at Half Barrel.  Fine dark pour. Nose is light chelate and ninnamon.  Tastes of cinnamon  and nutmeg, chocolate and the the chilli.  At first your like where is ghost chili?  Then it lingers on back of throat as you drink more and more. But not over the top.  Not bad actually I enjoyed more and more as I drink.",Jow
792,HighGrain Admiral,3.8,"Cincinnati, Ohio",Taster. Poured cloudy golden color with an average frothy white head that lasted with very good lacing. Moderate to heavy citrus hop aroma.  Medium to abundant body with a slick texture and soft carbonation. Moderate to heavy juicy bittersweet flavor with a moderate to heavy bittersweet finish of medium to long duration. This solid beer met my expectations.,Tmoney99
793,Half Barrel Beer Project Synthesized,3.2,"Orlando, Florida","Cloudy gold small frothy white head.  Nose is faint fruit. Tastes of peach, guava, basement, nasal spray.  Not all that sour.",Jow
794,Printer's Ale Manufacturing Press Check Pale Ale,3.7,"Carrollton, Georgia","Taps clear amber with a nice parchment head that leaves fair lacing. Aroma offers fresh malt, citrus and tropical notes, resiny hops. Flavor yields piney, bitter hops plus tangy citrus and sweet tropical tones with fresh malt. Texture provides good body and peppy fizz. Check it out.",Cybercat
795,HighGrain Dover,3.7,"Cincinnati, Ohio",Taster. Poured black color with an average frothy tan head that mostly lasted with good lacing. Moderate toasted dark malt aroma. Medium body with a smooth texture and soft carbonation. Moderate dark sweet flavor with a moderate dark sweet finish of medium duration. This beer met my expectations.,Tmoney99
796,Payette Urban Surfer,3.2,"Boise, Idaho","At the Boise brewery/Taproom.  Very pale light yellow golden.  Thin quicknwhite head and a very light pale malt aroma and flavor. Some lager ish notes but also a little fresh fruity hop flavors later.  Not bad for a “light beer”
",IndianaRed
797,Bowigens Mark Hoppus,3.0,"Casselberry, Florida","Tap at Half Barre. Nose is candy, cough syrup and cherry. Tastes of cherry medicine, pineapple, pine. Sweet and odd",Jow
798,Barbarian Dortmunder,3.3,"Garden City, Idaho","On Tap at the downtown taproom  CLear deep golden pour with a thin lasting skin of fine bubbles.  Soft light toasted malts, plenty of noble hop bohemian and grassy pungency.  Feel big and smooth.  Pale mellow cereal malts.",IndianaRed
799,Half Barrel Beer Project Mzansi Magic,3.8,"Orlando, Florida","Tap at brewery.  Lightly cloudy gold.  Tropical nose.  Tastes of melon, grapefruit, rooibos tea, white pepper. Fruity finish. Zippy.",Jow
800,Gipsy Hill / Left Handed Giant Finzels,3.5,"West Norwood, Greater London","Keg at Gipsy Hill Taproom.  Cloudy lightly pinkish orange.  The sourness is light on the nose and there’s big hops.  A lovely slightly tart, but also
Smooth and fruity ipa.",Beese
801,Seventh Son Home Recording,3.6,"Columbus, Ohio","Sample at the taproom. Cloudy yellow-orange color with a medium white head that diminishes steadily to an outer ring. Stringy lace. Aroma of hops, yeast, fruit and peppers. Medium body with flavors of citrusy hops, herbal yeast and subtle chili pepper. The finish is fruity hops and mild pepper. Decent overall.",Dogbrick
802,Seventh Son The Big One-Zero-Zero-Zero,3.8,"Columbus, Ohio","Sample at the taproom. Slightly hazy copper-amber color with a medium off-white head that recedes gradually to a lingering film. Sticky patches of lace. Aroma of herbal hops, oak, fruit and malt. Medium to full body with flavors of passionfruit, floral hops, malt and a touch of oak. The finish is mildly bitter with a fruity hop aftertaste. Pretty good overall.",Dogbrick
803,Moor Winter Warmer,3.2,"Bristol, Gloucestershire","Cask at the London valuts. A hazed deep amber brown coloured pour with a a thin scummy beige head. Aroma is semi sweet, apple, hint of spice, apple, cinnamon, brown sugars,. Flavour is composed of, semi sweet, bruised apple, toffee, bit dull, woody, light tang. Meh. Palate is semi sweet, tangy, moderate carbonation. Meh.,",mR_fr0g
804,Seventh Son Hier Und Jetzt,3.5,"Columbus, Ohio","Sample at the taproom. Clear orange color with a medium bone white head that diminishes steadily to an outer ring. Strings of lace. Aroma of fruit, yeast and malt. Light-bodied with flavors of bready malt. fruit and mild grassy hops. The finish is malty with a fruity yeast and hop aftertaste. Decent overall.",Dogbrick
805,Salmon River Inland Surfer,3.0,"McCall, Idaho","On Tap  foggy light yellow orage.  Thin soapy off-white head. Fait citrus and melon hop aromas.  Light pale malts and fairly bitter. Not particularly ""juicy"" flavors, esp for the style.",IndianaRed
806,Seventh Son Et Sted,3.5,"Columbus, Ohio","Sample at the taproom. Dark brown color with some amber around the edges, and a medium thin light beige head that dissipates quickly to a dense film. Sparse small patches of lace. Aroma of roasted malt, chocolate and fruit. Light-bodied with flavors of roast malt, milk chocolate, mild hops and stone fruit. The finish is roasty with a malt aftertaste.",Dogbrick
807,Elevator Bott Brothers ESB,3.3,"Columbus, Ohio","On draught at the brewpub. The beer is a clear dark orange color with a medium thin off-white head that recedes quickly to an outer ring. Short strings of lace. Aroma of roast malt, caramel and hops. Light to medium body with flavors of caramel malt, mild hops and fruit. The finish is malty up front with a mild earthy hop aftertaste. Decent overall.",Dogbrick
808,Hillsborough IPAlot,3.4,"Hillsboro, Virginia",Citrus and some peel. Murky yellow pour. Actually less dry than most brut IPAs. Liked it more than the Stone Cold.,solidfunk
809,Masthead Haunted Hayride,3.5,"Cleveland, Ohio","Sample at 101 Beer Kitchen Westerville. Dark browmish-amber color with a thin off-white head that dissipates quickly to a sparse outer ring. Spotty lace. Pumpkin spices and malt in the nose. Medium body with flavors of caramel malt, allspice, cinnamon and mild hops. The finish is sweet with a pumpkin pie spice and malt aftertaste. Decent overall.",Dogbrick
810,Bunthaus Cider 19,4.0,"Hamburg, Hamburg","Vom Fass bei bunthaus, toller Apfel most Geruch, im Geschmack schön frisch rote Äpfel schöne Säure klar und etwas süß echt lecker",MBlessing
811,Bunthaus Cider 19,3.7,"Hamburg, Hamburg","On [email protected] Bunthaus. Sanft trüb, hellgelb. Kein Schaum. Frische Apfelnote. Süffigfruchtig. Junger Apfelmost. Gefällt mir.",DrNosha
812,Tilton Brothers Marns’ GoGo,3.5,"Hampton, New Hampshire","4 ounce draft. Crystal clear gold in color. For what it is, it is totally fine. Mild Mango, subtle lactic acid, sour wheat. Mild sourness lasting in the finish. Very approachable kettle sour.",AirForceHops
813,Tilton Brothers Quantum Carburetor ,4.2,"Hampton, New Hampshire",4 oz draft and 16 oz. can. Some New England IPA is say they have guava notes. This actually taste like water. A lot of melon notes too. I like the guava and mild melon sweet notes. Also still shows the bitterness in the finish to balance. These experimental hops work really well together.,AirForceHops
814,Oskar Blues Ten FIDY - Mocha,3.8,"Longmont, Colorado",From the long can at Baba day.  Mostly like the others in taste and pour but a bit of the coffee added.,drfabulous
815,Grand Teton Hazy Glory,3.9,"Victor, Idaho","On tap at Bittercreek, Boise Milkshake cloudy light orange pour.  Thin lasting clinging white head.  Very fresh citrus and soft pillowy tropical fruit aromas and flavors.  Orange and grapefruit, and very soft.  Delicious
",IndianaRed
816,Tilton Brothers / WHYM (Walk across the Lot) W. A. T. L,3.5,"Hampton, New Hampshire","4 oz draft. Darker brown color. The flavor is moderately sweet, lightly fruity, with some caramel and toffee malt. The finish is mild to moderately yeasty. Nice presentation of the yeast.",AirForceHops
817,Flatland Just About to Leave,3.9,"Elk Grove, California",Tap at Pangaea. Pours bright gold with a creamy white head. Citrus pine aroma. Medium body. Somewhat creamy. Not very dry. But nicely bitter. Mellow old school with a touch of West Coast. Tastes good.,bhensonb
818,2C Trippel Bagger,3.2,"Nampa, Idaho","On tap at the Nampa brewery/taproom  Pours a clear deep orange amber.  Thin white head and spotty lacing.  Soft light toast malts with a little light brown sugar in the aromas.  Flavors are light sweet pale malts, modest Belgian yeast character.  A little soapy in the hop flavors. Clean  finish.  Fairly dry for a tripel.
",IndianaRed
819,Hoof Hearted Double Frooted Key Bump (Mango & Marshmallow),3.5,"Marengo, Ohio",16 ounce can shared at Baba day. A normal looking HH beer but with sweet marshmallow taste with mango,drfabulous
820,Rebellion Spooks,2.6,"Marlow, Buckinghamshire","Cask at The Pennsylvanian (JDW), Rickmansworth on 24/10/2007.  You might have thought that some time without seeing a Rebellion beer might have endeared me to them slightly more.  Nope; just another perfectly drinkable and totally unremarkable bitter.",Beese
821,HOMES Constable,3.8,"Ann Arbor, Michigan",750 growler shared on Baba day. A light yellow pour with nice hops tropical hazy light,drfabulous
822,Tilton Brothers Dunkel Lager,3.6,"Hampton, New Hampshire","Draft. Flavor shows rich grain, earthy leaves, english toffee. Lager Yeast finish. Traditional really well-made.",AirForceHops
823,Garagiste Meadery / Southern Grist Are We There Yet? ,3.7,"Tampa, Florida","Bottle shared on Baba day. A dark pour with a good amount of peanut  butter and jelly sweet
",drfabulous
824,Brix City Grateful Jams,3.5,"Little Ferry, New Jersey","Can 0,47 ltr: Opaque yellow coloured brew with an smoothly dry bitter taste. Hints of citrus, caramel, pineapple and mango. And fits tick from New Jersey.",goozen
825,Mirror Twin Tangerine Monster,3.8,"Lexington, Kentucky",Draught at brewery. A hazy yellow like pour with some bitterness and hop burn. Taste similar a bit to citra.,drfabulous
